fra;jour;cage10;cl_age90;pop;P;T;Ti;Tp;Td
FR;08/10/2022;[90-Inf);90;945271;727;3180;76.91;22.86;336.41
FR;09/10/2022;[90-Inf);90;945271;380;1930;40.2;19.69;204.17
FR;10/10/2022;[90-Inf);90;945271;1613;7424;170.64;21.73;785.38
FR;11/10/2022;[90-Inf);90;945271;1336;6361;141.34;21;672.93
FR;12/10/2022;[90-Inf);90;945271;1178;5613;124.62;20.99;593.8
FR;13/10/2022;[90-Inf);90;945271;1194;5348;126.31;22.33;565.76
FR;14/10/2022;[90-Inf);90;945271;1224;5252;129.49;23.31;555.61
FR;15/10/2022;[90-Inf);90;945271;710;3384;75.11;20.98;357.99
FR;16/10/2022;[90-Inf);90;945271;419;1962;44.33;21.36;207.56
FR;17/10/2022;[90-Inf);90;945271;1648;7625;174.34;21.61;806.65
FR;18/10/2022;[90-Inf);90;945271;1318;6367;139.43;20.7;673.56
FR;19/10/2022;[90-Inf);90;945271;1070;5496;113.2;19.47;581.42
FR;20/10/2022;[90-Inf);90;945271;1006;5215;106.42;19.29;551.69
FR;21/10/2022;[90-Inf);90;945271;1026;4645;108.54;22.09;491.39
FR;22/10/2022;[90-Inf);90;945271;605;2783;64;21.74;294.41
FR;23/10/2022;[90-Inf);90;945271;321;1780;33.96;18.03;188.31
FR;24/10/2022;[90-Inf);90;945271;1145;6378;121.13;17.95;674.73
FR;25/10/2022;[90-Inf);90;945271;887;4923;93.84;18.02;520.8
FR;26/10/2022;[90-Inf);90;945271;773;4499;81.78;17.18;475.95
FR;27/10/2022;[90-Inf);90;945271;515;3035;54.48;16.97;321.07
FR;28/10/2022;[90-Inf);90;945271;477;2681;50.46;17.79;283.62
FR;29/10/2022;[90-Inf);90;945271;322;1690;34.06;19.05;178.78
FR;30/10/2022;[90-Inf);90;945271;213;1315;22.53;16.2;139.11
FR;31/10/2022;[90-Inf);90;945271;503;3006;53.21;16.73;318
FR;01/11/2022;[00-10);9;7586390;134;1992;1.77;6.73;26.26
FR;02/11/2022;[00-10);9;7586390;739;7814;9.74;9.46;103
FR;03/11/2022;[00-10);9;7586390;554;5283;7.3;10.49;69.64
FR;04/11/2022;[00-10);9;7586390;592;5445;7.8;10.87;71.77
FR;05/11/2022;[00-10);9;7586390;575;4913;7.58;11.7;64.76
FR;06/11/2022;[00-10);9;7586390;208;2204;2.74;9.44;29.05
FR;07/11/2022;[00-10);9;7586390;1141;8545;15.04;13.35;112.64
FR;08/11/2022;[00-10);9;7586390;698;5870;9.2;11.89;77.38
FR;09/11/2022;[00-10);9;7586390;794;6068;10.47;13.09;79.99
FR;10/11/2022;[00-10);9;7586390;823;5700;10.85;14.44;75.13
FR;11/11/2022;[00-10);9;7586390;209;1870;2.75;11.18;24.65
FR;12/11/2022;[00-10);9;7586390;1005;6705;13.25;14.99;88.38
FR;13/11/2022;[00-10);9;7586390;288;2458;3.8;11.72;32.4
FR;14/11/2022;[00-10);9;7586390;1801;10312;23.74;17.47;135.93
FR;15/11/2022;[00-10);9;7586390;1201;7428;15.83;16.17;97.91
FR;16/11/2022;[00-10);9;7586390;1199;8494;15.8;14.12;111.96
FR;17/11/2022;[00-10);9;7586390;1523;10283;20.08;14.81;135.55
FR;18/11/2022;[00-10);9;7586390;1439;8991;18.97;16;118.51
FR;19/11/2022;[00-10);9;7586390;1197;8404;15.78;14.24;110.78
FR;20/11/2022;[00-10);9;7586390;418;3316;5.51;12.61;43.71
FR;21/11/2022;[00-10);9;7586390;3233;18250;42.62;17.72;240.56
FR;22/11/2022;[00-10);9;7586390;1999;12714;26.35;15.72;167.59
FR;23/11/2022;[00-10);9;7586390;2189;14924;28.85;14.67;196.72
FR;24/11/2022;[00-10);9;7586390;1985;13571;26.17;14.63;178.89
FR;25/11/2022;[00-10);9;7586390;1946;12370;25.65;15.73;163.06
FR;26/11/2022;[00-10);9;7586390;1639;11053;21.6;14.83;145.7
FR;27/11/2022;[00-10);9;7586390;473;3792;6.23;12.47;49.98
FR;28/11/2022;[00-10);9;7586390;3572;23177;47.08;15.41;305.51
FR;29/11/2022;[00-10);9;7586390;2127;15841;28.04;13.43;208.81
FR;30/11/2022;[00-10);9;7586390;2263;18422;29.83;12.28;242.83
FR;01/11/2022;[10-20);19;8494628;171;1412;2.01;12.11;16.62
FR;02/11/2022;[10-20);19;8494628;1658;10403;19.52;15.94;122.47
FR;03/11/2022;[10-20);19;8494628;1182;6969;13.91;16.96;82.04
FR;04/11/2022;[10-20);19;8494628;1245;6936;14.66;17.95;81.65
FR;05/11/2022;[10-20);19;8494628;1135;6613;13.36;17.16;77.85
FR;06/11/2022;[10-20);19;8494628;319;2171;3.76;14.69;25.56
FR;07/11/2022;[10-20);19;8494628;2548;13185;30;19.32;155.22
FR;08/11/2022;[10-20);19;8494628;1651;10458;19.44;15.79;123.11
FR;09/11/2022;[10-20);19;8494628;1681;9069;19.79;18.54;106.76
FR;10/11/2022;[10-20);19;8494628;1571;7862;18.49;19.98;92.55
FR;11/11/2022;[10-20);19;8494628;335;1617;3.94;20.72;19.04
FR;12/11/2022;[10-20);19;8494628;1937;8083;22.8;23.96;95.15
FR;13/11/2022;[10-20);19;8494628;424;2099;4.99;20.2;24.71
FR;14/11/2022;[10-20);19;8494628;4100;16141;48.27;25.4;190.01
FR;15/11/2022;[10-20);19;8494628;2724;12674;32.07;21.49;149.2
FR;16/11/2022;[10-20);19;8494628;2908;13520;34.23;21.51;159.16
FR;17/11/2022;[10-20);19;8494628;3017;13886;35.52;21.73;163.47
FR;18/11/2022;[10-20);19;8494628;2994;12059;35.25;24.83;141.96
FR;19/11/2022;[10-20);19;8494628;2657;10433;31.28;25.47;122.82
FR;20/11/2022;[10-20);19;8494628;631;2644;7.43;23.87;31.13
FR;21/11/2022;[10-20);19;8494628;7006;26419;82.48;26.52;311.01
FR;22/11/2022;[10-20);19;8494628;5107;21186;60.12;24.11;249.4
FR;23/11/2022;[10-20);19;8494628;5435;22899;63.98;23.73;269.57
FR;24/11/2022;[10-20);19;8494628;4964;21208;58.44;23.41;249.66
FR;25/11/2022;[10-20);19;8494628;5016;19270;59.05;26.03;226.85
FR;26/11/2022;[10-20);19;8494628;4092;15481;48.17;26.43;182.24
FR;27/11/2022;[10-20);19;8494628;926;3802;10.9;24.36;44.76
FR;28/11/2022;[10-20);19;8494628;10427;40504;122.75;25.74;476.82
FR;29/11/2022;[10-20);19;8494628;7137;30869;84.02;23.12;363.39
FR;30/11/2022;[10-20);19;8494628;7239;32649;85.22;22.17;384.35
FR;01/11/2022;[20-30);29;7656902;726;3756;9.48;19.33;49.05
FR;02/11/2022;[20-30);29;7656902;5336;22653;69.69;23.56;295.85
FR;03/11/2022;[20-30);29;7656902;3386;16219;44.22;20.88;211.82
FR;04/11/2022;[20-30);29;7656902;3145;14818;41.07;21.22;193.52
FR;05/11/2022;[20-30);29;7656902;2203;11760;28.77;18.73;153.59
FR;06/11/2022;[20-30);29;7656902;586;3672;7.65;15.96;47.96
FR;07/11/2022;[20-30);29;7656902;4760;22382;62.17;21.27;292.31
FR;08/11/2022;[20-30);29;7656902;3514;17428;45.89;20.16;227.61
FR;09/11/2022;[20-30);29;7656902;3349;15223;43.74;22;198.81
FR;10/11/2022;[20-30);29;7656902;2805;13199;36.63;21.25;172.38
FR;11/11/2022;[20-30);29;7656902;605;3429;7.9;17.64;44.78
FR;12/11/2022;[20-30);29;7656902;2757;12343;36.01;22.34;161.2
FR;13/11/2022;[20-30);29;7656902;713;3681;9.31;19.37;48.07
FR;14/11/2022;[20-30);29;7656902;5850;22421;76.4;26.09;292.82
FR;15/11/2022;[20-30);29;7656902;4352;18370;56.84;23.69;239.91
FR;16/11/2022;[20-30);29;7656902;4129;17678;53.93;23.36;230.88
FR;17/11/2022;[20-30);29;7656902;4175;18114;54.53;23.05;236.57
FR;18/11/2022;[20-30);29;7656902;3457;15351;45.15;22.52;200.49
FR;19/11/2022;[20-30);29;7656902;2655;12181;34.67;21.8;159.09
FR;20/11/2022;[20-30);29;7656902;720;3723;9.4;19.34;48.62
FR;21/11/2022;[20-30);29;7656902;7186;27659;93.85;25.98;361.23
FR;22/11/2022;[20-30);29;7656902;5425;22739;70.85;23.86;296.97
FR;23/11/2022;[20-30);29;7656902;5535;23053;72.29;24.01;301.07
FR;24/11/2022;[20-30);29;7656902;5076;20239;66.29;25.08;264.32
FR;25/11/2022;[20-30);29;7656902;4644;18804;60.65;24.7;245.58
FR;26/11/2022;[20-30);29;7656902;3526;14661;46.05;24.05;191.47
FR;27/11/2022;[20-30);29;7656902;1116;4603;14.58;24.25;60.12
FR;28/11/2022;[20-30);29;7656902;9712;35452;126.84;27.39;463.01
FR;29/11/2022;[20-30);29;7656902;7374;28870;96.31;25.54;377.05
FR;30/11/2022;[20-30);29;7656902;7662;29935;100.07;25.6;390.95
FR;01/11/2022;[30-40);39;8241521;836;3896;10.14;21.46;47.27
FR;02/11/2022;[30-40);39;8241521;6346;24508;77;25.89;297.37
FR;03/11/2022;[30-40);39;8241521;3909;16656;47.43;23.47;202.1
FR;04/11/2022;[30-40);39;8241521;3569;15868;43.31;22.49;192.54
FR;05/11/2022;[30-40);39;8241521;2610;13848;31.67;18.85;168.03
FR;06/11/2022;[30-40);39;8241521;733;3938;8.89;18.61;47.78
FR;07/11/2022;[30-40);39;8241521;5905;25391;71.65;23.26;308.09
FR;08/11/2022;[30-40);39;8241521;4020;18571;48.78;21.65;225.33
FR;09/11/2022;[30-40);39;8241521;3800;15582;46.11;24.39;189.07
FR;10/11/2022;[30-40);39;8241521;3536;14438;42.9;24.49;175.19
FR;11/11/2022;[30-40);39;8241521;811;3867;9.84;20.97;46.92
FR;12/11/2022;[30-40);39;8241521;3790;15848;45.99;23.91;192.29
FR;13/11/2022;[30-40);39;8241521;955;4286;11.59;22.28;52
FR;14/11/2022;[30-40);39;8241521;7595;24973;92.16;30.41;303.01
FR;15/11/2022;[30-40);39;8241521;5306;19283;64.38;27.52;233.97
FR;16/11/2022;[30-40);39;8241521;4958;18648;60.16;26.59;226.27
FR;17/11/2022;[30-40);39;8241521;5521;20351;66.99;27.13;246.93
FR;18/11/2022;[30-40);39;8241521;4742;17460;57.54;27.16;211.85
FR;19/11/2022;[30-40);39;8241521;3665;15223;44.47;24.08;184.71
FR;20/11/2022;[30-40);39;8241521;1029;4397;12.49;23.4;53.35
FR;21/11/2022;[30-40);39;8241521;10160;32627;123.28;31.14;395.89
FR;22/11/2022;[30-40);39;8241521;7097;24840;86.11;28.57;301.4
FR;23/11/2022;[30-40);39;8241521;7245;25337;87.91;28.59;307.43
FR;24/11/2022;[30-40);39;8241521;6931;23044;84.1;30.08;279.61
FR;25/11/2022;[30-40);39;8241521;6626;22563;80.4;29.37;273.77
FR;26/11/2022;[30-40);39;8241521;5005;18337;60.73;27.29;222.5
FR;27/11/2022;[30-40);39;8241521;1389;5163;16.85;26.9;62.65
FR;28/11/2022;[30-40);39;8241521;13866;42690;168.25;32.48;517.99
FR;29/11/2022;[30-40);39;8241521;9622;32200;116.75;29.88;390.7
FR;30/11/2022;[30-40);39;8241521;9701;33071;117.71;29.33;401.27
FR;01/11/2022;[40-50);49;8569952;765;3053;8.93;25.06;35.62
FR;02/11/2022;[40-50);49;8569952;6810;22787;79.46;29.89;265.89
FR;03/11/2022;[40-50);49;8569952;4024;14526;46.95;27.7;169.5
FR;04/11/2022;[40-50);49;8569952;3804;14432;44.39;26.36;168.4
FR;05/11/2022;[40-50);49;8569952;2921;13887;34.08;21.03;162.04
FR;06/11/2022;[40-50);49;8569952;785;3353;9.16;23.41;39.13
FR;07/11/2022;[40-50);49;8569952;6800;25255;79.35;26.93;294.69
FR;08/11/2022;[40-50);49;8569952;4175;17316;48.72;24.11;202.05
FR;09/11/2022;[40-50);49;8569952;3993;14492;46.59;27.55;169.1
FR;10/11/2022;[40-50);49;8569952;3724;13211;43.45;28.19;154.15
FR;11/11/2022;[40-50);49;8569952;747;3037;8.72;24.6;35.44
FR;12/11/2022;[40-50);49;8569952;4371;17283;51;25.29;201.67
FR;13/11/2022;[40-50);49;8569952;920;3451;10.74;26.66;40.27
FR;14/11/2022;[40-50);49;8569952;8190;24577;95.57;33.32;286.78
FR;15/11/2022;[40-50);49;8569952;5519;18204;64.4;30.32;212.42
FR;16/11/2022;[40-50);49;8569952;5295;18162;61.79;29.15;211.93
FR;17/11/2022;[40-50);49;8569952;5875;19064;68.55;30.82;222.45
FR;18/11/2022;[40-50);49;8569952;5342;16926;62.33;31.56;197.5
FR;19/11/2022;[40-50);49;8569952;4161;15705;48.55;26.49;183.26
FR;20/11/2022;[40-50);49;8569952;1054;3691;12.3;28.56;43.07
FR;21/11/2022;[40-50);49;8569952;11473;33423;133.87;34.33;390
FR;22/11/2022;[40-50);49;8569952;7728;24299;90.18;31.8;283.54
FR;23/11/2022;[40-50);49;8569952;8139;25260;94.97;32.22;294.75
FR;24/11/2022;[40-50);49;8569952;7810;22402;91.13;34.86;261.4
FR;25/11/2022;[40-50);49;8569952;7513;22167;87.67;33.89;258.66
FR;26/11/2022;[40-50);49;8569952;6055;20054;70.65;30.19;234
FR;27/11/2022;[40-50);49;8569952;1561;4739;18.21;32.94;55.3
FR;28/11/2022;[40-50);49;8569952;17061;46083;199.08;37.02;537.73
FR;29/11/2022;[40-50);49;8569952;10828;32389;126.35;33.43;377.94
FR;30/11/2022;[40-50);49;8569952;11296;34142;131.81;33.09;398.39
FR;01/11/2022;[50-60);59;8890632;829;3248;9.32;25.52;36.53
FR;02/11/2022;[50-60);59;8890632;8038;27137;90.41;29.62;305.23
FR;03/11/2022;[50-60);59;8890632;4689;16471;52.74;28.47;185.26
FR;04/11/2022;[50-60);59;8890632;4275;17146;48.08;24.93;192.85
FR;05/11/2022;[50-60);59;8890632;3342;16915;37.59;19.76;190.26
FR;06/11/2022;[50-60);59;8890632;675;3356;7.59;20.11;37.75
FR;07/11/2022;[50-60);59;8890632;7202;28900;81.01;24.92;325.06
FR;08/11/2022;[50-60);59;8890632;4381;19727;49.28;22.21;221.89
FR;09/11/2022;[50-60);59;8890632;4517;16003;50.81;28.23;180
FR;10/11/2022;[50-60);59;8890632;4201;14872;47.25;28.25;167.28
FR;11/11/2022;[50-60);59;8890632;796;3258;8.95;24.43;36.65
FR;12/11/2022;[50-60);59;8890632;5112;21328;57.5;23.97;239.89
FR;13/11/2022;[50-60);59;8890632;914;3699;10.28;24.71;41.61
FR;14/11/2022;[50-60);59;8890632;8699;27778;97.84;31.32;312.44
FR;15/11/2022;[50-60);59;8890632;5558;20384;62.52;27.27;229.28
FR;16/11/2022;[50-60);59;8890632;5340;19617;60.06;27.22;220.65
FR;17/11/2022;[50-60);59;8890632;6241;20180;70.2;30.93;226.98
FR;18/11/2022;[50-60);59;8890632;5585;18548;62.82;30.11;208.62
FR;19/11/2022;[50-60);59;8890632;4514;18295;50.77;24.67;205.78
FR;20/11/2022;[50-60);59;8890632;988;3592;11.11;27.51;40.4
FR;21/11/2022;[50-60);59;8890632;11781;35291;132.51;33.38;396.95
FR;22/11/2022;[50-60);59;8890632;7628;25310;85.8;30.14;284.68
FR;23/11/2022;[50-60);59;8890632;7810;25323;87.85;30.84;284.83
FR;24/11/2022;[50-60);59;8890632;7514;21916;84.52;34.29;246.51
FR;25/11/2022;[50-60);59;8890632;7680;22873;86.38;33.58;257.27
FR;26/11/2022;[50-60);59;8890632;6031;21280;67.84;28.34;239.35
FR;27/11/2022;[50-60);59;8890632;1385;4471;15.58;30.98;50.29
FR;28/11/2022;[50-60);59;8890632;16691;45938;187.74;36.33;516.7
FR;29/11/2022;[50-60);59;8890632;10750;32764;120.91;32.81;368.52
FR;30/11/2022;[50-60);59;8890632;11279;34364;126.86;32.82;386.52
FR;01/11/2022;[60-70);69;8065986;603;3363;7.48;17.93;41.69
FR;02/11/2022;[60-70);69;8065986;6258;25908;77.59;24.15;321.2
FR;03/11/2022;[60-70);69;8065986;4144;16235;51.38;25.53;201.28
FR;04/11/2022;[60-70);69;8065986;3850;17974;47.73;21.42;222.84
FR;05/11/2022;[60-70);69;8065986;2592;17412;32.13;14.89;215.87
FR;06/11/2022;[60-70);69;8065986;479;3264;5.94;14.68;40.47
FR;07/11/2022;[60-70);69;8065986;5666;29925;70.25;18.93;371
FR;08/11/2022;[60-70);69;8065986;3664;20657;45.43;17.74;256.1
FR;09/11/2022;[60-70);69;8065986;3689;15217;45.74;24.24;188.66
FR;10/11/2022;[60-70);69;8065986;3703;14675;45.91;25.23;181.94
FR;11/11/2022;[60-70);69;8065986;602;3211;7.46;18.75;39.81
FR;12/11/2022;[60-70);69;8065986;3814;23018;47.28;16.57;285.37
FR;13/11/2022;[60-70);69;8065986;552;3509;6.84;15.73;43.5
FR;14/11/2022;[60-70);69;8065986;5683;25870;70.46;21.97;320.73
FR;15/11/2022;[60-70);69;8065986;4144;20288;51.38;20.43;251.53
FR;16/11/2022;[60-70);69;8065986;4004;18606;49.64;21.52;230.67
FR;17/11/2022;[60-70);69;8065986;4954;19034;61.42;26.03;235.98
FR;18/11/2022;[60-70);69;8065986;4437;17973;55.01;24.69;222.82
FR;19/11/2022;[60-70);69;8065986;3162;17686;39.2;17.88;219.27
FR;20/11/2022;[60-70);69;8065986;592;3422;7.34;17.3;42.43
FR;21/11/2022;[60-70);69;8065986;7418;31310;91.97;23.69;388.17
FR;22/11/2022;[60-70);69;8065986;5524;23790;68.49;23.22;294.94
FR;23/11/2022;[60-70);69;8065986;5832;22472;72.3;25.95;278.6
FR;24/11/2022;[60-70);69;8065986;5915;18656;73.33;31.71;231.29
FR;25/11/2022;[60-70);69;8065986;5965;20946;73.95;28.48;259.68
FR;26/11/2022;[60-70);69;8065986;4371;19704;54.19;22.18;244.29
FR;27/11/2022;[60-70);69;8065986;791;3724;9.81;21.24;46.17
FR;28/11/2022;[60-70);69;8065986;10592;38262;131.32;27.68;474.36
FR;29/11/2022;[60-70);69;8065986;8048;29638;99.78;27.15;367.44
FR;30/11/2022;[60-70);69;8065986;8592;29441;106.52;29.18;365
FR;01/11/2022;[70-80);79;6228737;612;3534;9.83;17.32;56.74
FR;02/11/2022;[70-80);79;6228737;5249;23959;84.27;21.91;384.65
FR;03/11/2022;[70-80);79;6228737;3560;14515;57.15;24.53;233.03
FR;04/11/2022;[70-80);79;6228737;3332;16748;53.49;19.89;268.88
FR;05/11/2022;[70-80);79;6228737;2276;16745;36.54;13.59;268.83
FR;06/11/2022;[70-80);79;6228737;440;3596;7.06;12.24;57.73
FR;07/11/2022;[70-80);79;6228737;4743;28942;76.15;16.39;464.65
FR;08/11/2022;[70-80);79;6228737;3285;19952;52.74;16.46;320.32
FR;09/11/2022;[70-80);79;6228737;2949;13785;47.35;21.39;221.31
FR;10/11/2022;[70-80);79;6228737;3124;13219;50.15;23.63;212.23
FR;11/11/2022;[70-80);79;6228737;508;3291;8.16;15.44;52.84
FR;12/11/2022;[70-80);79;6228737;3125;22706;50.17;13.76;364.54
FR;13/11/2022;[70-80);79;6228737;492;3919;7.9;12.55;62.92
FR;14/11/2022;[70-80);79;6228737;4441;24476;71.3;18.14;392.95
FR;15/11/2022;[70-80);79;6228737;3339;19660;53.61;16.98;315.63
FR;16/11/2022;[70-80);79;6228737;3117;17460;50.04;17.85;280.31
FR;17/11/2022;[70-80);79;6228737;4087;17287;65.62;23.64;277.54
FR;18/11/2022;[70-80);79;6228737;3670;16809;58.92;21.83;269.86
FR;19/11/2022;[70-80);79;6228737;2592;16975;41.61;15.27;272.53
FR;20/11/2022;[70-80);79;6228737;531;3724;8.53;14.26;59.79
FR;21/11/2022;[70-80);79;6228737;5704;29538;91.58;19.31;474.22
FR;22/11/2022;[70-80);79;6228737;4558;22577;73.18;20.19;362.47
FR;23/11/2022;[70-80);79;6228737;4733;20644;75.99;22.93;331.43
FR;24/11/2022;[70-80);79;6228737;4924;16652;79.05;29.57;267.34
FR;25/11/2022;[70-80);79;6228737;4977;18966;79.9;26.24;304.49
FR;26/11/2022;[70-80);79;6228737;3600;18648;57.8;19.31;299.39
FR;27/11/2022;[70-80);79;6228737;733;4108;11.77;17.84;65.95
FR;28/11/2022;[70-80);79;6228737;8181;34861;131.34;23.47;559.68
FR;29/11/2022;[70-80);79;6228737;6467;27685;103.83;23.36;444.47
FR;30/11/2022;[70-80);79;6228737;6843;26353;109.86;25.97;423.09
FR;01/11/2022;[80-90);89;3183578;523;3185;16.43;16.42;100.04
FR;02/11/2022;[80-90);89;3183578;2654;13273;83.37;20;416.92
FR;03/11/2022;[80-90);89;3183578;1937;9642;60.84;20.09;302.87
FR;04/11/2022;[80-90);89;3183578;1823;9726;57.26;18.74;305.51
FR;05/11/2022;[80-90);89;3183578;1196;8480;37.57;14.1;266.37
FR;06/11/2022;[80-90);89;3183578;392;3205;12.31;12.23;100.67
FR;07/11/2022;[80-90);89;3183578;2328;14901;73.13;15.62;468.06
FR;08/11/2022;[80-90);89;3183578;1762;11328;55.35;15.55;355.83
FR;09/11/2022;[80-90);89;3183578;1717;9237;53.93;18.59;290.15
FR;10/11/2022;[80-90);89;3183578;1705;8657;53.56;19.7;271.93
FR;11/11/2022;[80-90);89;3183578;458;3031;14.39;15.11;95.21
FR;12/11/2022;[80-90);89;3183578;1409;10480;44.26;13.44;329.19
FR;13/11/2022;[80-90);89;3183578;414;3376;13;12.26;106.04
FR;14/11/2022;[80-90);89;3183578;2180;13157;68.48;16.57;413.28
FR;15/11/2022;[80-90);89;3183578;1893;11459;59.46;16.52;359.94
FR;16/11/2022;[80-90);89;3183578;1700;10240;53.4;16.6;321.65
FR;17/11/2022;[80-90);89;3183578;2205;10456;69.26;21.09;328.44
FR;18/11/2022;[80-90);89;3183578;2053;9912;64.49;20.71;311.35
FR;19/11/2022;[80-90);89;3183578;1335;8726;41.93;15.3;274.09
FR;20/11/2022;[80-90);89;3183578;535;3537;16.8;15.13;111.1
FR;21/11/2022;[80-90);89;3183578;2810;15514;88.27;18.11;487.31
FR;22/11/2022;[80-90);89;3183578;2428;12941;76.27;18.76;406.49
FR;23/11/2022;[80-90);89;3183578;2346;11623;73.69;20.18;365.09
FR;24/11/2022;[80-90);89;3183578;2409;10065;75.67;23.93;316.15
FR;25/11/2022;[80-90);89;3183578;2542;10914;79.85;23.29;342.82
FR;26/11/2022;[80-90);89;3183578;1856;9558;58.3;19.42;300.23
FR;27/11/2022;[80-90);89;3183578;662;3740;20.79;17.7;117.48
FR;28/11/2022;[80-90);89;3183578;3947;18369;123.98;21.49;576.99
FR;29/11/2022;[80-90);89;3183578;3413;15514;107.21;22;487.31
FR;30/11/2022;[80-90);89;3183578;3447;14946;108.27;23.06;469.47
FR;01/11/2022;[90-Inf);90;945271;273;1516;28.88;18.01;160.38
FR;02/11/2022;[90-Inf);90;945271;741;4603;78.39;16.1;486.95
FR;03/11/2022;[90-Inf);90;945271;711;4351;75.22;16.34;460.29
FR;04/11/2022;[90-Inf);90;945271;599;3580;63.37;16.73;378.73
FR;05/11/2022;[90-Inf);90;945271;402;2532;42.53;15.88;267.86
FR;06/11/2022;[90-Inf);90;945271;225;1677;23.8;13.42;177.41
FR;07/11/2022;[90-Inf);90;945271;826;4935;87.38;16.74;522.07
FR;08/11/2022;[90-Inf);90;945271;681;4334;72.04;15.71;458.49
FR;09/11/2022;[90-Inf);90;945271;650;4028;68.76;16.14;426.12
FR;10/11/2022;[90-Inf);90;945271;631;3751;66.75;16.82;396.82
FR;11/11/2022;[90-Inf);90;945271;218;1492;23.06;14.61;157.84
FR;12/11/2022;[90-Inf);90;945271;501;2888;53;17.35;305.52
FR;13/11/2022;[90-Inf);90;945271;249;1642;26.34;15.16;173.71
FR;14/11/2022;[90-Inf);90;945271;729;4447;77.12;16.39;470.45
FR;15/11/2022;[90-Inf);90;945271;690;4134;72.99;16.69;437.33
FR;16/11/2022;[90-Inf);90;945271;596;3772;63.05;15.8;399.04
FR;17/11/2022;[90-Inf);90;945271;766;4341;81.03;17.65;459.23
FR;18/11/2022;[90-Inf);90;945271;680;3653;71.94;18.61;386.45
FR;19/11/2022;[90-Inf);90;945271;430;2548;45.49;16.88;269.55
FR;20/11/2022;[90-Inf);90;945271;256;1674;27.08;15.29;177.09
FR;21/11/2022;[90-Inf);90;945271;1033;5301;109.28;19.49;560.79
FR;22/11/2022;[90-Inf);90;945271;889;4837;94.05;18.38;511.71
FR;23/11/2022;[90-Inf);90;945271;805;4610;85.16;17.46;487.69
FR;24/11/2022;[90-Inf);90;945271;842;4308;89.07;19.55;455.74
FR;25/11/2022;[90-Inf);90;945271;958;4170;101.35;22.97;441.14
FR;26/11/2022;[90-Inf);90;945271;608;2917;64.32;20.84;308.59
FR;27/11/2022;[90-Inf);90;945271;377;1874;39.88;20.12;198.25
FR;28/11/2022;[90-Inf);90;945271;1393;6187;147.37;22.51;654.52
FR;29/11/2022;[90-Inf);90;945271;1266;5695;133.93;22.23;602.47
FR;30/11/2022;[90-Inf);90;945271;1230;5771;130.12;21.31;610.51
FR;01/12/2022;[00-10);9;7586390;1752;12809;23.09;13.68;168.84
FR;02/12/2022;[00-10);9;7586390;1468;10583;19.35;13.87;139.5
FR;03/12/2022;[00-10);9;7586390;1215;9666;16.02;12.57;127.41
FR;04/12/2022;[00-10);9;7586390;471;4140;6.21;11.38;54.57
FR;05/12/2022;[00-10);9;7586390;3078;24376;40.57;12.63;321.31
FR;06/12/2022;[00-10);9;7586390;1787;16115;23.56;11.09;212.42
FR;07/12/2022;[00-10);9;7586390;1963;18058;25.88;10.87;238.03
FR;08/12/2022;[00-10);9;7586390;1697;16252;22.37;10.44;214.23
FR;09/12/2022;[00-10);9;7586390;1427;14274;18.81;10;188.15
FR;10/12/2022;[00-10);9;7586390;1115;11927;14.7;9.35;157.22
FR;11/12/2022;[00-10);9;7586390;396;4310;5.22;9.19;56.81
FR;12/12/2022;[00-10);9;7586390;2351;23773;30.99;9.89;313.36
FR;13/12/2022;[00-10);9;7586390;1388;15691;18.3;8.85;206.83
FR;14/12/2022;[00-10);9;7586390;1332;16435;17.56;8.1;216.64
FR;15/12/2022;[00-10);9;7586390;1153;14040;15.2;8.21;185.07
FR;16/12/2022;[00-10);9;7586390;981;13120;12.93;7.48;172.94
FR;17/12/2022;[00-10);9;7586390;839;10914;11.06;7.69;143.86
FR;18/12/2022;[00-10);9;7586390;263;3535;3.47;7.44;46.6
FR;19/12/2022;[00-10);9;7586390;1278;18005;16.85;7.1;237.33
FR;20/12/2022;[00-10);9;7586390;839;14144;11.06;5.93;186.44
FR;21/12/2022;[00-10);9;7586390;773;12441;10.19;6.21;163.99
FR;22/12/2022;[00-10);9;7586390;668;10935;8.81;6.11;144.14
FR;23/12/2022;[00-10);9;7586390;696;11621;9.17;5.99;153.18
FR;24/12/2022;[00-10);9;7586390;422;6740;5.56;6.26;88.84
FR;25/12/2022;[00-10);9;7586390;114;2005;1.5;5.69;26.43
FR;26/12/2022;[00-10);9;7586390;483;6583;6.37;7.34;86.77
FR;27/12/2022;[00-10);9;7586390;447;5913;5.89;7.56;77.94
FR;28/12/2022;[00-10);9;7586390;407;5388;5.36;7.55;71.02
FR;29/12/2022;[00-10);9;7586390;396;5094;5.22;7.77;67.15
FR;30/12/2022;[00-10);9;7586390;405;5280;5.34;7.67;69.6
FR;31/12/2022;[00-10);9;7586390;327;3758;4.31;8.7;49.54
FR;01/12/2022;[10-20);19;8494628;5406;25205;63.64;21.45;296.72
FR;02/12/2022;[10-20);19;8494628;4959;21732;58.38;22.82;255.83
FR;03/12/2022;[10-20);19;8494628;3835;16991;45.15;22.57;200.02
FR;04/12/2022;[10-20);19;8494628;965;4634;11.36;20.82;54.55
FR;05/12/2022;[10-20);19;8494628;9608;46142;113.11;20.82;543.19
