fra;jour;cage10;cl_age90;pop;P;T;Ti;Tp;Td
FR;16/10/2021;[00-10);9;7763205.5;342;11628;4.41;2.94;149.78
FR;17/10/2021;[00-10);9;7763205.5;109;3423;1.4;3.18;44.09
FR;18/10/2021;[00-10);9;7763205.5;785;52481;10.11;1.5;676.02
FR;19/10/2021;[00-10);9;7763205.5;750;59166;9.66;1.27;762.13
FR;20/10/2021;[00-10);9;7763205.5;666;24331;8.58;2.74;313.41
FR;21/10/2021;[00-10);9;7763205.5;690;54100;8.89;1.28;696.88
FR;22/10/2021;[00-10);9;7763205.5;672;46838;8.66;1.43;603.33
FR;23/10/2021;[00-10);9;7763205.5;403;13990;5.19;2.88;180.21
FR;24/10/2021;[00-10);9;7763205.5;94;3145;1.21;2.99;40.51
FR;25/10/2021;[00-10);9;7763205.5;617;15082;7.95;4.09;194.28
FR;26/10/2021;[00-10);9;7763205.5;522;11938;6.72;4.37;153.78
FR;27/10/2021;[00-10);9;7763205.5;530;11507;6.83;4.61;148.22
FR;28/10/2021;[00-10);9;7763205.5;488;10735;6.29;4.55;138.28
FR;29/10/2021;[00-10);9;7763205.5;658;12560;8.48;5.24;161.79
FR;30/10/2021;[00-10);9;7763205.5;472;9254;6.08;5.1;119.2
FR;31/10/2021;[00-10);9;7763205.5;126;2979;1.62;4.23;38.37
FR;01/10/2021;[10-20);19;8336486;765;113288;9.18;0.68;1358.94
FR;02/10/2021;[10-20);19;8336486;491;96407;5.89;0.51;1156.45
FR;03/10/2021;[10-20);19;8336486;132;13173;1.58;1;158.02
FR;04/10/2021;[10-20);19;8336486;901;60121;10.81;1.5;721.18
FR;05/10/2021;[10-20);19;8336486;655;60444;7.86;1.08;725.05
FR;06/10/2021;[10-20);19;8336486;651;66280;7.81;0.98;795.06
FR;07/10/2021;[10-20);19;8336486;627;65088;7.52;0.96;780.76
FR;08/10/2021;[10-20);19;8336486;678;104142;8.13;0.65;1249.23
FR;09/10/2021;[10-20);19;8336486;505;93630;6.06;0.54;1123.14
FR;10/10/2021;[10-20);19;8336486;107;11330;1.28;0.94;135.91
FR;11/10/2021;[10-20);19;8336486;838;55319;10.05;1.51;663.58
FR;12/10/2021;[10-20);19;8336486;623;55243;7.47;1.13;662.67
FR;13/10/2021;[10-20);19;8336486;732;65290;8.78;1.12;783.18
FR;14/10/2021;[10-20);19;8336486;754;89499;9.04;0.84;1073.58
FR;15/10/2021;[10-20);19;8336486;647;75251;7.76;0.86;902.67
FR;16/10/2021;[10-20);19;8336486;451;62953;5.41;0.72;755.15
FR;17/10/2021;[10-20);19;8336486;129;7222;1.55;1.79;86.63
FR;18/10/2021;[10-20);19;8336486;897;47904;10.76;1.87;574.63
FR;19/10/2021;[10-20);19;8336486;787;49994;9.44;1.57;599.7
FR;20/10/2021;[10-20);19;8336486;789;59702;9.46;1.32;716.15
FR;21/10/2021;[10-20);19;8336486;741;57347;8.89;1.29;687.9
FR;22/10/2021;[10-20);19;8336486;893;88655;10.71;1.01;1063.46
FR;23/10/2021;[10-20);19;8336486;610;82848;7.32;0.74;993.8
FR;24/10/2021;[10-20);19;8336486;116;10957;1.39;1.06;131.43
FR;25/10/2021;[10-20);19;8336486;872;61720;10.46;1.41;740.36
FR;26/10/2021;[10-20);19;8336486;724;52835;8.68;1.37;633.78
FR;27/10/2021;[10-20);19;8336486;731;52737;8.77;1.39;632.6
FR;28/10/2021;[10-20);19;8336486;752;52302;9.02;1.44;627.39
FR;29/10/2021;[10-20);19;8336486;896;72369;10.75;1.24;868.1
FR;30/10/2021;[10-20);19;8336486;751;66731;9.01;1.13;800.47
FR;31/10/2021;[10-20);19;8336486;164;12065;1.97;1.36;144.73
FR;01/10/2021;[20-30);29;7476787;718;140002;9.6;0.51;1872.49
FR;02/10/2021;[20-30);29;7476787;480;117688;6.42;0.41;1574.05
FR;03/10/2021;[20-30);29;7476787;203;24587;2.72;0.83;328.84
FR;04/10/2021;[20-30);29;7476787;887;83533;11.86;1.06;1117.23
FR;05/10/2021;[20-30);29;7476787;681;75918;9.11;0.9;1015.38
FR;06/10/2021;[20-30);29;7476787;657;73758;8.79;0.89;986.49
FR;07/10/2021;[20-30);29;7476787;696;88511;9.31;0.79;1183.81
FR;08/10/2021;[20-30);29;7476787;717;131603;9.59;0.54;1760.15
FR;09/10/2021;[20-30);29;7476787;512;113682;6.85;0.45;1520.47
FR;10/10/2021;[20-30);29;7476787;189;22724;2.53;0.83;303.93
FR;11/10/2021;[20-30);29;7476787;970;79946;12.97;1.21;1069.26
FR;12/10/2021;[20-30);29;7476787;710;69887;9.5;1.02;934.72
FR;13/10/2021;[20-30);29;7476787;734;71727;9.82;1.02;959.33
FR;14/10/2021;[20-30);29;7476787;1095;164239;14.65;0.67;2196.65
FR;15/10/2021;[20-30);29;7476787;513;52571;6.86;0.98;703.12
FR;16/10/2021;[20-30);29;7476787;386;45663;5.16;0.85;610.73
FR;17/10/2021;[20-30);29;7476787;145;10653;1.94;1.36;142.48
FR;18/10/2021;[20-30);29;7476787;801;47876;10.71;1.67;640.33
FR;19/10/2021;[20-30);29;7476787;637;41374;8.52;1.54;553.37
FR;20/10/2021;[20-30);29;7476787;702;41482;9.39;1.69;554.81
FR;21/10/2021;[20-30);29;7476787;781;46184;10.45;1.69;617.7
FR;22/10/2021;[20-30);29;7476787;709;61119;9.48;1.16;817.45
FR;23/10/2021;[20-30);29;7476787;520;50468;6.95;1.03;675
FR;24/10/2021;[20-30);29;7476787;160;10345;2.14;1.55;138.36
FR;25/10/2021;[20-30);29;7476787;920;44045;12.3;2.09;589.09
FR;26/10/2021;[20-30);29;7476787;724;38608;9.68;1.88;516.37
FR;27/10/2021;[20-30);29;7476787;807;40022;10.79;2.02;535.28
FR;28/10/2021;[20-30);29;7476787;806;45915;10.78;1.76;614.1
FR;29/10/2021;[20-30);29;7476787;938;65488;12.55;1.43;875.88
FR;30/10/2021;[20-30);29;7476787;781;59654;10.45;1.31;797.86
FR;31/10/2021;[20-30);29;7476787;223;14443;2.98;1.54;193.17
FR;01/10/2021;[30-40);39;8295372;879;138646;10.6;0.63;1671.37
FR;02/10/2021;[30-40);39;8295372;616;104191;7.43;0.59;1256.01
FR;03/10/2021;[30-40);39;8295372;198;19364;2.39;1.02;233.43
FR;04/10/2021;[30-40);39;8295372;1115;90198;13.44;1.24;1087.33
FR;05/10/2021;[30-40);39;8295372;810;78351;9.76;1.03;944.51
FR;06/10/2021;[30-40);39;8295372;838;74377;10.1;1.13;896.61
FR;07/10/2021;[30-40);39;8295372;857;88665;10.33;0.97;1068.85
FR;08/10/2021;[30-40);39;8295372;788;132741;9.5;0.59;1600.18
FR;09/10/2021;[30-40);39;8295372;682;101717;8.22;0.67;1226.19
FR;10/10/2021;[30-40);39;8295372;207;18181;2.5;1.14;219.17
FR;11/10/2021;[30-40);39;8295372;1218;88815;14.68;1.37;1070.66
FR;12/10/2021;[30-40);39;8295372;889;75551;10.72;1.18;910.76
FR;13/10/2021;[30-40);39;8295372;897;75857;10.81;1.18;914.45
FR;14/10/2021;[30-40);39;8295372;1131;173515;13.63;0.65;2091.71
FR;15/10/2021;[30-40);39;8295372;708;55073;8.53;1.29;663.9
FR;16/10/2021;[30-40);39;8295372;540;45497;6.51;1.19;548.46
FR;17/10/2021;[30-40);39;8295372;197;10825;2.37;1.82;130.49
FR;18/10/2021;[30-40);39;8295372;1130;59273;13.62;1.91;714.53
FR;19/10/2021;[30-40);39;8295372;879;50437;10.6;1.74;608.01
FR;20/10/2021;[30-40);39;8295372;1004;50455;12.1;1.99;608.23
FR;21/10/2021;[30-40);39;8295372;988;53646;11.91;1.84;646.7
FR;22/10/2021;[30-40);39;8295372;1034;70648;12.46;1.46;851.66
FR;23/10/2021;[30-40);39;8295372;709;55254;8.55;1.28;666.08
FR;24/10/2021;[30-40);39;8295372;207;11327;2.5;1.83;136.55
FR;25/10/2021;[30-40);39;8295372;1279;57209;15.42;2.24;689.65
FR;26/10/2021;[30-40);39;8295372;1034;48570;12.46;2.13;585.51
FR;27/10/2021;[30-40);39;8295372;1101;48423;13.27;2.27;583.74
FR;28/10/2021;[30-40);39;8295372;1095;52198;13.2;2.1;629.24
FR;29/10/2021;[30-40);39;8295372;1258;70531;15.17;1.78;850.25
FR;30/10/2021;[30-40);39;8295372;1007;58720;12.14;1.71;707.86
FR;31/10/2021;[30-40);39;8295372;351;13131;4.23;2.67;158.29
FR;01/10/2021;[40-50);49;8592886;675;95916;7.86;0.7;1116.23
FR;02/10/2021;[40-50);49;8592886;493;70784;5.74;0.7;823.75
FR;03/10/2021;[40-50);49;8592886;140;12074;1.63;1.16;140.51
FR;04/10/2021;[40-50);49;8592886;1006;68842;11.71;1.46;801.15
FR;05/10/2021;[40-50);49;8592886;649;58322;7.55;1.11;678.72
FR;06/10/2021;[40-50);49;8592886;639;55643;7.44;1.15;647.55
FR;07/10/2021;[40-50);49;8592886;610;64359;7.1;0.95;748.98
FR;08/10/2021;[40-50);49;8592886;606;92883;7.05;0.65;1080.93
FR;09/10/2021;[40-50);49;8592886;519;69067;6.04;0.75;803.77
FR;10/10/2021;[40-50);49;8592886;139;11629;1.62;1.2;135.33
FR;11/10/2021;[40-50);49;8592886;957;69152;11.14;1.38;804.76
FR;12/10/2021;[40-50);49;8592886;763;56500;8.88;1.35;657.52
FR;13/10/2021;[40-50);49;8592886;711;56985;8.27;1.25;663.16
FR;14/10/2021;[40-50);49;8592886;944;123685;10.99;0.76;1439.39
FR;15/10/2021;[40-50);49;8592886;590;42388;6.87;1.39;493.29
FR;16/10/2021;[40-50);49;8592886;482;34643;5.61;1.39;403.16
FR;17/10/2021;[40-50);49;8592886;132;7669;1.54;1.72;89.25
FR;18/10/2021;[40-50);49;8592886;993;49741;11.56;2;578.86
FR;19/10/2021;[40-50);49;8592886;819;41796;9.53;1.96;486.4
FR;20/10/2021;[40-50);49;8592886;912;43018;10.61;2.12;500.62
FR;21/10/2021;[40-50);49;8592886;882;44654;10.26;1.98;519.66
FR;22/10/2021;[40-50);49;8592886;834;59065;9.71;1.41;687.37
FR;23/10/2021;[40-50);49;8592886;670;45884;7.8;1.46;533.98
FR;24/10/2021;[40-50);49;8592886;168;8922;1.96;1.88;103.83
FR;25/10/2021;[40-50);49;8592886;1098;49814;12.78;2.2;579.71
FR;26/10/2021;[40-50);49;8592886;885;40888;10.3;2.16;475.84
FR;27/10/2021;[40-50);49;8592886;978;40133;11.38;2.44;467.05
FR;28/10/2021;[40-50);49;8592886;936;42096;10.89;2.22;489.89
FR;29/10/2021;[40-50);49;8592886;1120;55150;13.03;2.03;641.81
FR;30/10/2021;[40-50);49;8592886;902;45742;10.5;1.97;532.32
FR;31/10/2021;[40-50);49;8592886;273;9665;3.18;2.82;112.48
FR;01/10/2021;[50-60);59;8792675;470;74522;5.35;0.63;847.55
FR;02/10/2021;[50-60);59;8792675;347;54856;3.95;0.63;623.88
FR;03/10/2021;[50-60);59;8792675;129;9449;1.47;1.37;107.46
FR;04/10/2021;[50-60);59;8792675;686;59086;7.8;1.16;671.99
FR;05/10/2021;[50-60);59;8792675;515;48632;5.86;1.06;553.1
FR;06/10/2021;[50-60);59;8792675;451;44429;5.13;1.02;505.3
FR;07/10/2021;[50-60);59;8792675;470;50519;5.35;0.93;574.56
FR;08/10/2021;[50-60);59;8792675;478;72647;5.44;0.66;826.22
FR;09/10/2021;[50-60);59;8792675;365;53384;4.15;0.68;607.14
FR;10/10/2021;[50-60);59;8792675;119;8975;1.35;1.33;102.07
FR;11/10/2021;[50-60);59;8792675;755;60355;8.59;1.25;686.42
FR;12/10/2021;[50-60);59;8792675;558;47693;6.35;1.17;542.42
FR;13/10/2021;[50-60);59;8792675;518;46722;5.89;1.11;531.37
FR;14/10/2021;[50-60);59;8792675;647;94624;7.36;0.68;1076.17
FR;15/10/2021;[50-60);59;8792675;478;35508;5.44;1.35;403.84
FR;16/10/2021;[50-60);59;8792675;361;30272;4.11;1.19;344.29
FR;17/10/2021;[50-60);59;8792675;116;6345;1.32;1.83;72.16
FR;18/10/2021;[50-60);59;8792675;814;44740;9.26;1.82;508.83
FR;19/10/2021;[50-60);59;8792675;626;36198;7.12;1.73;411.68
FR;20/10/2021;[50-60);59;8792675;690;35356;7.85;1.95;402.11
FR;21/10/2021;[50-60);59;8792675;684;35159;7.78;1.95;399.87
FR;22/10/2021;[50-60);59;8792675;666;46203;7.57;1.44;525.47
FR;23/10/2021;[50-60);59;8792675;464;35015;5.28;1.33;398.23
FR;24/10/2021;[50-60);59;8792675;130;6675;1.48;1.95;75.92
FR;25/10/2021;[50-60);59;8792675;944;42914;10.74;2.2;488.07
FR;26/10/2021;[50-60);59;8792675;784;35025;8.92;2.24;398.34
FR;27/10/2021;[50-60);59;8792675;781;33620;8.88;2.32;382.36
FR;28/10/2021;[50-60);59;8792675;816;34200;9.28;2.39;388.96
FR;29/10/2021;[50-60);59;8792675;939;43956;10.68;2.14;499.92
FR;30/10/2021;[50-60);59;8792675;689;37125;7.84;1.86;422.23
FR;31/10/2021;[50-60);59;8792675;179;7716;2.04;2.32;87.75
FR;01/10/2021;[60-70);69;8004083;360;49471;4.5;0.73;618.07
FR;02/10/2021;[60-70);69;8004083;257;36000;3.21;0.71;449.77
FR;03/10/2021;[60-70);69;8004083;57;6604;0.71;0.86;82.51
FR;04/10/2021;[60-70);69;8004083;483;47177;6.03;1.02;589.41
FR;05/10/2021;[60-70);69;8004083;388;38014;4.85;1.02;474.93
FR;06/10/2021;[60-70);69;8004083;310;32564;3.87;0.95;406.84
FR;07/10/2021;[60-70);69;8004083;367;33915;4.59;1.08;423.72
FR;08/10/2021;[60-70);69;8004083;414;48861;5.17;0.85;610.45
FR;09/10/2021;[60-70);69;8004083;269;36033;3.36;0.75;450.18
FR;10/10/2021;[60-70);69;8004083;64;6431;0.8;1;80.35
FR;11/10/2021;[60-70);69;8004083;609;49811;7.61;1.22;622.32
FR;12/10/2021;[60-70);69;8004083;507;38710;6.33;1.31;483.63
FR;13/10/2021;[60-70);69;8004083;476;35734;5.95;1.33;446.45
FR;14/10/2021;[60-70);69;8004083;516;62666;6.45;0.82;782.93
FR;15/10/2021;[60-70);69;8004083;454;27612;5.67;1.64;344.97
FR;16/10/2021;[60-70);69;8004083;347;24136;4.34;1.44;301.55
FR;17/10/2021;[60-70);69;8004083;75;5244;0.94;1.43;65.52
FR;18/10/2021;[60-70);69;8004083;656;39046;8.2;1.68;487.83
FR;19/10/2021;[60-70);69;8004083;621;30090;7.76;2.06;375.93
FR;20/10/2021;[60-70);69;8004083;611;26984;7.63;2.26;337.13
FR;21/10/2021;[60-70);69;8004083;673;24386;8.41;2.76;304.67
FR;22/10/2021;[60-70);69;8004083;709;31741;8.86;2.23;396.56
FR;23/10/2021;[60-70);69;8004083;462;24713;5.77;1.87;308.75
FR;24/10/2021;[60-70);69;8004083;87;5024;1.09;1.73;62.77
FR;25/10/2021;[60-70);69;8004083;864;35172;10.79;2.46;439.43
FR;26/10/2021;[60-70);69;8004083;743;28502;9.28;2.61;356.09
FR;27/10/2021;[60-70);69;8004083;688;26155;8.6;2.63;326.77
FR;28/10/2021;[60-70);69;8004083;702;24093;8.77;2.91;301.01
FR;29/10/2021;[60-70);69;8004083;808;29211;10.09;2.77;364.95
FR;30/10/2021;[60-70);69;8004083;599;26647;7.48;2.25;332.92
FR;31/10/2021;[60-70);69;8004083;146;6096;1.82;2.4;76.16
FR;01/10/2021;[70-80);79;5695639;298;26846;5.23;1.11;471.34
FR;02/10/2021;[70-80);79;5695639;184;21787;3.23;0.84;382.52
FR;03/10/2021;[70-80);79;5695639;44;4829;0.77;0.91;84.78
FR;04/10/2021;[70-80);79;5695639;394;33056;6.92;1.19;580.37
FR;05/10/2021;[70-80);79;5695639;321;25650;5.64;1.25;450.34
FR;06/10/2021;[70-80);79;5695639;249;21414;4.37;1.16;375.97
FR;07/10/2021;[70-80);79;5695639;310;18452;5.44;1.68;323.97
FR;08/10/2021;[70-80);79;5695639;303;26866;5.32;1.13;471.69
FR;09/10/2021;[70-80);79;5695639;227;22165;3.99;1.02;389.16
FR;10/10/2021;[70-80);79;5695639;55;4790;0.97;1.15;84.1
FR;11/10/2021;[70-80);79;5695639;498;35019;8.74;1.42;614.84
FR;12/10/2021;[70-80);79;5695639;380;26925;6.67;1.41;472.73
FR;13/10/2021;[70-80);79;5695639;379;23322;6.65;1.63;409.47
FR;14/10/2021;[70-80);79;5695639;469;30196;8.23;1.55;530.16
FR;15/10/2021;[70-80);79;5695639;443;19872;7.78;2.23;348.9
FR;16/10/2021;[70-80);79;5695639;281;17953;4.93;1.57;315.21
FR;17/10/2021;[70-80);79;5695639;46;4512;0.81;1.02;79.22
FR;18/10/2021;[70-80);79;5695639;629;30248;11.04;2.08;531.07
FR;19/10/2021;[70-80);79;5695639;489;22417;8.59;2.18;393.58
FR;20/10/2021;[70-80);79;5695639;498;19301;8.74;2.58;338.87
FR;21/10/2021;[70-80);79;5695639;550;15136;9.66;3.63;265.75
FR;22/10/2021;[70-80);79;5695639;538;19755;9.45;2.72;346.84
FR;23/10/2021;[70-80);79;5695639;429;17047;7.53;2.52;299.3
FR;24/10/2021;[70-80);79;5695639;56;3890;0.98;1.44;68.3
FR;25/10/2021;[70-80);79;5695639;711;26610;12.48;2.67;467.2
FR;26/10/2021;[70-80);79;5695639;571;20727;10.03;2.75;363.91
FR;27/10/2021;[70-80);79;5695639;577;18179;10.13;3.17;319.17
FR;28/10/2021;[70-80);79;5695639;556;14776;9.76;3.76;259.43
FR;29/10/2021;[70-80);79;5695639;645;16898;11.32;3.82;296.68
FR;30/10/2021;[70-80);79;5695639;480;17663;8.43;2.72;310.11
FR;31/10/2021;[70-80);79;5695639;105;4512;1.84;2.33;79.22
FR;01/10/2021;[80-90);89;3245280.5;120;11031;3.7;1.09;339.91
FR;02/10/2021;[80-90);89;3245280.5;76;9420;2.34;0.81;290.27
FR;03/10/2021;[80-90);89;3245280.5;34;3387;1.05;1;104.37
FR;04/10/2021;[80-90);89;3245280.5;184;15468;5.67;1.19;476.63
FR;05/10/2021;[80-90);89;3245280.5;153;12890;4.71;1.19;397.19
FR;06/10/2021;[80-90);89;3245280.5;118;10407;3.64;1.13;320.68
FR;07/10/2021;[80-90);89;3245280.5;117;8435;3.61;1.39;259.92
FR;08/10/2021;[80-90);89;3245280.5;141;10950;4.34;1.29;337.41
FR;09/10/2021;[80-90);89;3245280.5;101;9367;3.11;1.08;288.63
FR;10/10/2021;[80-90);89;3245280.5;31;3457;0.96;0.9;106.52
FR;11/10/2021;[80-90);89;3245280.5;205;16114;6.32;1.27;496.54
FR;12/10/2021;[80-90);89;3245280.5;186;12687;5.73;1.47;390.94
FR;13/10/2021;[80-90);89;3245280.5;158;11127;4.87;1.42;342.87
FR;14/10/2021;[80-90);89;3245280.5;192;10839;5.92;1.77;333.99
FR;15/10/2021;[80-90);89;3245280.5;229;9459;7.06;2.42;291.47
FR;16/10/2021;[80-90);89;3245280.5;136;8467;4.19;1.61;260.9
FR;17/10/2021;[80-90);89;3245280.5;32;3310;0.99;0.97;101.99
FR;18/10/2021;[80-90);89;3245280.5;257;14879;7.92;1.73;458.48
FR;19/10/2021;[80-90);89;3245280.5;226;11813;6.96;1.91;364.01
FR;20/10/2021;[80-90);89;3245280.5;239;10232;7.36;2.34;315.29
FR;21/10/2021;[80-90);89;3245280.5;244;8024;7.52;3.04;247.25
FR;22/10/2021;[80-90);89;3245280.5;233;9357;7.18;2.49;288.33
FR;23/10/2021;[80-90);89;3245280.5;156;8031;4.81;1.94;247.47
FR;24/10/2021;[80-90);89;3245280.5;35;3103;1.08;1.13;95.62
FR;25/10/2021;[80-90);89;3245280.5;272;13562;8.38;2.01;417.9
FR;26/10/2021;[80-90);89;3245280.5;221;11400;6.81;1.94;351.28
FR;27/10/2021;[80-90);89;3245280.5;218;9656;6.72;2.26;297.54
FR;28/10/2021;[80-90);89;3245280.5;198;7925;6.1;2.5;244.2
FR;29/10/2021;[80-90);89;3245280.5;240;7929;7.4;3.03;244.32
FR;30/10/2021;[80-90);89;3245280.5;178;7956;5.48;2.24;245.16
FR;31/10/2021;[80-90);89;3245280.5;66;3105;2.03;2.13;95.68
FR;01/10/2021;[90-Inf);90;912580.62;45;3518;4.93;1.28;385.5
FR;02/10/2021;[90-Inf);90;912580.62;25;2475;2.74;1.01;271.21
FR;03/10/2021;[90-Inf);90;912580.62;11;1464;1.21;0.75;160.42
FR;04/10/2021;[90-Inf);90;912580.62;68;4900;7.45;1.39;536.94
FR;05/10/2021;[90-Inf);90;912580.62;54;4520;5.92;1.19;495.3
FR;06/10/2021;[90-Inf);90;912580.62;32;3622;3.51;0.88;396.9
FR;07/10/2021;[90-Inf);90;912580.62;44;3213;4.82;1.37;352.08
FR;08/10/2021;[90-Inf);90;912580.62;21;3279;2.3;0.64;359.31
FR;09/10/2021;[90-Inf);90;912580.62;21;2604;2.3;0.81;285.34
FR;10/10/2021;[90-Inf);90;912580.62;11;1516;1.21;0.73;166.12
FR;11/10/2021;[90-Inf);90;912580.62;55;4980;6.03;1.1;545.71
FR;12/10/2021;[90-Inf);90;912580.62;58;4262;6.36;1.36;467.03
FR;13/10/2021;[90-Inf);90;912580.62;44;3985;4.82;1.1;436.67
FR;14/10/2021;[90-Inf);90;912580.62;41;3697;4.49;1.11;405.11
FR;15/10/2021;[90-Inf);90;912580.62;36;3147;3.94;1.14;344.85
FR;16/10/2021;[90-Inf);90;912580.62;22;2472;2.41;0.89;270.88
FR;17/10/2021;[90-Inf);90;912580.62;13;1488;1.42;0.87;163.05
FR;18/10/2021;[90-Inf);90;912580.62;76;4806;8.33;1.58;526.64
FR;19/10/2021;[90-Inf);90;912580.62;59;4089;6.47;1.44;448.07
FR;20/10/2021;[90-Inf);90;912580.62;61;3785;6.68;1.61;414.76
FR;21/10/2021;[90-Inf);90;912580.62;56;3324;6.14;1.68;364.24
FR;22/10/2021;[90-Inf);90;912580.62;52;3187;5.7;1.63;349.23
FR;23/10/2021;[90-Inf);90;912580.62;33;2428;3.62;1.36;266.06
FR;24/10/2021;[90-Inf);90;912580.62;17;1390;1.86;1.22;152.32
FR;25/10/2021;[90-Inf);90;912580.62;66;4621;7.23;1.43;506.37
FR;26/10/2021;[90-Inf);90;912580.62;86;4333;9.42;1.98;474.81
FR;27/10/2021;[90-Inf);90;912580.62;66;3705;7.23;1.78;405.99
FR;28/10/2021;[90-Inf);90;912580.62;69;3251;7.56;2.12;356.24
FR;29/10/2021;[90-Inf);90;912580.62;71;2988;7.78;2.38;327.42
FR;30/10/2021;[90-Inf);90;912580.62;56;2377;6.14;2.36;260.47
FR;31/10/2021;[90-Inf);90;912580.62;24;1439;2.63;1.67;157.68
FR;01/11/2021;[00-10);9;7763205.5;167;3595;2.15;4.65;46.31
FR;02/11/2021;[00-10);9;7763205.5;881;11268;11.35;7.82;145.15
FR;03/11/2021;[00-10);9;7763205.5;766;8934;9.87;8.57;115.08
FR;04/11/2021;[00-10);9;7763205.5;731;8682;9.42;8.42;111.84
FR;05/11/2021;[00-10);9;7763205.5;873;10608;11.25;8.23;136.64
FR;06/11/2021;[00-10);9;7763205.5;729;9237;9.39;7.89;118.98
FR;07/11/2021;[00-10);9;7763205.5;183;2890;2.36;6.33;37.23
FR;08/11/2021;[00-10);9;7763205.5;1332;31449;17.16;4.24;405.1
FR;09/11/2021;[00-10);9;7763205.5;1069;51108;13.77;2.09;658.34
FR;10/11/2021;[00-10);9;7763205.5;1229;19236;15.83;6.39;247.78
FR;11/11/2021;[00-10);9;7763205.5;288;4182;3.71;6.89;53.87
FR;12/11/2021;[00-10);9;7763205.5;1808;52504;23.29;3.44;676.32
FR;13/11/2021;[00-10);9;7763205.5;1057;15307;13.62;6.91;197.17
FR;14/11/2021;[00-10);9;7763205.5;284;4464;3.66;6.36;57.5
FR;15/11/2021;[00-10);9;7763205.5;2573;65097;33.14;3.95;838.53
FR;16/11/2021;[00-10);9;7763205.5;2496;83725;32.15;2.98;1078.48
FR;17/11/2021;[00-10);9;7763205.5;2410;49019;31.04;4.92;631.43
FR;18/11/2021;[00-10);9;7763205.5;2786;80381;35.89;3.47;1035.41
FR;19/11/2021;[00-10);9;7763205.5;3287;91564;42.34;3.59;1179.46
FR;20/11/2021;[00-10);9;7763205.5;2299;39600;29.61;5.81;510.1
FR;21/11/2021;[00-10);9;7763205.5;528;7786;6.8;6.78;100.29
FR;22/11/2021;[00-10);9;7763205.5;5034;107703;64.84;4.67;1387.35
FR;23/11/2021;[00-10);9;7763205.5;4676;123356;60.23;3.79;1588.98
FR;24/11/2021;[00-10);9;7763205.5;4736;91247;61.01;5.19;1175.38
FR;25/11/2021;[00-10);9;7763205.5;5255;134720;67.69;3.9;1735.37
FR;26/11/2021;[00-10);9;7763205.5;5938;147014;76.49;4.04;1893.73
FR;27/11/2021;[00-10);9;7763205.5;3873;73894;49.89;5.24;951.85
FR;28/11/2021;[00-10);9;7763205.5;889;16826;11.45;5.28;216.74
FR;29/11/2021;[00-10);9;7763205.5;8704;177574;112.12;4.9;2287.38
FR;30/11/2021;[00-10);9;7763205.5;7435;178333;95.77;4.17;2297.16
FR;01/11/2021;[10-20);19;8336486;238;12248;2.85;1.94;146.92
FR;02/11/2021;[10-20);19;8336486;1281;60630;15.37;2.11;727.28
FR;03/11/2021;[10-20);19;8336486;964;47174;11.56;2.04;565.87
FR;04/11/2021;[10-20);19;8336486;910;44986;10.92;2.02;539.63
FR;05/11/2021;[10-20);19;8336486;1126;61102;13.51;1.84;732.95
FR;06/11/2021;[10-20);19;8336486;959;51149;11.5;1.87;613.56
FR;07/11/2021;[10-20);19;8336486;225;7018;2.7;3.21;84.18
FR;08/11/2021;[10-20);19;8336486;1607;38021;19.28;4.23;456.08
FR;09/11/2021;[10-20);19;8336486;1248;41247;14.97;3.03;494.78
FR;10/11/2021;[10-20);19;8336486;1401;55510;16.81;2.52;665.87
FR;11/11/2021;[10-20);19;8336486;320;10590;3.84;3.02;127.03
FR;12/11/2021;[10-20);19;8336486;1887;75107;22.64;2.51;900.94
FR;13/11/2021;[10-20);19;8336486;1225;62892;14.69;1.95;754.42
FR;14/11/2021;[10-20);19;8336486;313;7628;3.75;4.1;91.5
FR;15/11/2021;[10-20);19;8336486;2735;54345;32.81;5.03;651.89
FR;16/11/2021;[10-20);19;8336486;2365;58324;28.37;4.05;699.62
FR;17/11/2021;[10-20);19;8336486;2575;65948;30.89;3.9;791.08
FR;18/11/2021;[10-20);19;8336486;2710;63321;32.51;4.28;759.56
FR;19/11/2021;[10-20);19;8336486;2945;94838;35.33;3.11;1137.63
FR;20/11/2021;[10-20);19;8336486;2402;83503;28.81;2.88;1001.66
FR;21/11/2021;[10-20);19;8336486;554;9943;6.65;5.57;119.27
FR;22/11/2021;[10-20);19;8336486;4891;84284;58.67;5.8;1011.03
FR;23/11/2021;[10-20);19;8336486;4422;90310;53.04;4.9;1083.31
FR;24/11/2021;[10-20);19;8336486;4601;99268;55.19;4.63;1190.77
FR;25/11/2021;[10-20);19;8336486;4838;102596;58.03;4.72;1230.69
FR;26/11/2021;[10-20);19;8336486;5292;128206;63.48;4.13;1537.89
FR;27/11/2021;[10-20);19;8336486;3882;104342;46.57;3.72;1251.63
FR;28/11/2021;[10-20);19;8336486;900;15572;10.8;5.78;186.79
FR;29/11/2021;[10-20);19;8336486;8295;128503;99.5;6.46;1541.45
FR;30/11/2021;[10-20);19;8336486;6949;130190;83.36;5.34;1561.69
FR;01/11/2021;[20-30);29;7476787;326;13428;4.36;2.43;179.6
FR;02/11/2021;[20-30);29;7476787;1455;47741;19.46;3.05;638.52
FR;03/11/2021;[20-30);29;7476787;1138;40725;15.22;2.79;544.69
